date,Distance_km,Consumption_kWh,Consumption_rate_corrected,Location,ChargingStation,ID,Battery_Capacity_kWh,PowerRating_kW,consumption_factor,VehicleID,ScheduleType,VehicleType,CompanyType
2024-01-03 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-03 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-03 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-03 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.20636853,0,typea,renault,distribution
2024-01-04 07:00:00,7.237176739568877,1.838327093736967,0.2540116346317773,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 08:00:00,7.237176739568877,0.9429846394488652,0.13029730700000003,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 09:00:00,7.237176739568877,1.815501872948954,0.25085774995970384,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 10:00:00,7.237176739568877,1.1534803250863255,0.15938263864411842,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 11:00:00,7.237176739568877,0.957073509370309,0.13224404264408257,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 12:00:00,7.237176739568877,2.1821358683785683,0.3015175595267498,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 13:00:00,7.237176739568877,2.853369606661601,0.39426556920476397,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 14:00:00,7.237176739568877,2.6770641317740416,0.36990448459512354,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 15:00:00,7.237176739568877,0.9429846394488652,0.13029730700000003,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 16:00:00,7.237176739568877,1.2108343263707648,0.16730755237060785,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 17:00:00,7.237176739568877,1.823857715102933,0.25201232203313323,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 18:00:00,7.237176739568877,2.7539392385936563,0.38052673545149734,0,0,0,0.0,0.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-04 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.3029730700000002,0,typea,renault,distribution
2024-01-05 08:00:00,5.215407352644793,1.667279328365109,0.31968343326425164,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 09:00:00,5.215407352644793,2.360678989615397,0.45263559104702905,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 10:00:00,5.215407352644793,0.946910798258223,0.18156027597308072,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 11:00:00,5.215407352644793,1.8839300710202989,0.3612239550310363,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 12:00:00,5.215407352644793,1.2495792817803513,0.2395938029934853,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 13:00:00,5.215407352644793,0.6563194492059697,0.1258424136080459,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 14:00:00,5.215407352644793,1.2493871477459833,0.23955696329499646,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 15:00:00,5.215407352644793,2.65176429206564,0.5084481638276827,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 16:00:00,5.215407352644793,0.9690808090176202,0.18581114445953836,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 17:00:00,5.215407352644793,2.6972774525825027,0.5171748379759219,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 18:00:00,5.215407352644793,0.6336374308418165,0.12149337300000002,0,0,0,0.0,0.0,1.21493373,0,typea,renault,distribution
2024-01-05 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-05 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-05 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-05 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-05 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 08:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.21493373,0,typea,renault,distribution
2024-01-06 09:00:00,12.14357330750149,1.5975684791172746,0.131556704,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 10:00:00,12.14357330750149,2.172258109958318,0.1788812942411639,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 11:00:00,12.14357330750149,3.141419867003329,0.258689908435993,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 12:00:00,12.14357330750149,6.433505400221598,0.5297868458740564,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 13:00:00,12.14357330750149,1.7946062635430022,0.1477823881076597,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 14:00:00,12.14357330750149,1.5975684791172746,0.131556704,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 15:00:00,12.14357330750149,1.8136608416632607,0.1493514961154722,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 16:00:00,12.14357330750149,4.4895537571386175,0.36970615184290695,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 17:00:00,12.14357330750149,3.0849488435127053,0.2540396278257759,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 18:00:00,12.14357330750149,1.7814661851871525,0.14670032782580406,0,0,0,0.0,0.0,1.31556704,0,typea,renault,distribution
2024-01-06 19:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-06 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-06 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-06 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-06 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 08:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.31556704,0,typea,renault,distribution
2024-01-07 09:00:00,9.62676472609114,1.5383407090961165,0.15979830741337187,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 10:00:00,9.62676472609114,1.4762205216898823,0.15334544508903647,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 11:00:00,9.62676472609114,1.2122641336601148,0.125926432,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 12:00:00,9.62676472609114,2.2925657977947527,0.23814499086918353,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 13:00:00,9.62676472609114,2.2417218934717305,0.23286347565927903,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 14:00:00,9.62676472609114,1.903216830601093,0.19770056553297283,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 15:00:00,9.62676472609114,1.6326991370683297,0.1695999833301496,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 16:00:00,9.62676472609114,1.2122641336601148,0.125926432,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 17:00:00,9.62676472609114,1.44952066890956,0.15057194292709433,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 18:00:00,9.62676472609114,1.523601552058254,0.15826724713951726,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 19:00:00,9.62676472609114,1.2122641336601148,0.125926432,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 20:00:00,9.62676472609114,1.7110679000403954,0.17774069988465988,0,0,0,0.0,0.0,1.25926432,0,typea,renault,distribution
2024-01-07 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-07 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-07 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 08:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.25926432,0,typea,renault,distribution
2024-01-08 09:00:00,6.552260740252952,1.139366794953788,0.17388911096810267,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 10:00:00,6.552260740252952,0.7636105309415759,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 11:00:00,6.552260740252952,1.1748373256592617,0.17930259069847498,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 12:00:00,6.552260740252952,1.2418604951742729,0.18953160510616837,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 13:00:00,6.552260740252952,3.4362473892370917,0.524436912,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 14:00:00,6.552260740252952,1.0565986765653328,0.16125711696334943,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 15:00:00,6.552260740252952,1.4491186590870981,0.22116315521215882,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 16:00:00,6.552260740252952,1.16869339806312,0.17836491012688274,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 17:00:00,6.552260740252952,0.7636105309415759,0.116541536,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 18:00:00,6.552260740252952,2.481913825730819,0.3787874024126525,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 19:00:00,6.552260740252952,1.9328959293671184,0.2949967966770044,0,0,0,0.0,0.0,1.16541536,0,typea,renault,distribution
2024-01-08 20:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-08 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-08 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-08 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 02:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 03:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 04:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 05:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 06:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 07:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 08:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.16541536,0,typea,renault,distribution
2024-01-09 09:00:00,4.576113755389686,1.1827697573864515,0.2584659867760938,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 10:00:00,4.576113755389686,2.3368435220103434,0.5106611520000001,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 11:00:00,4.576113755389686,0.5192985604467429,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 12:00:00,4.576113755389686,0.5656999210073198,0.12362016139591066,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 13:00:00,4.576113755389686,0.866100149713755,0.18926543263783022,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 14:00:00,4.576113755389686,0.5888929160488308,0.128688434669099,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 15:00:00,4.576113755389686,0.5192985604467429,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 16:00:00,4.576113755389686,0.8490487561749681,0.18553925919672992,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 17:00:00,4.576113755389686,0.5192985604467429,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 18:00:00,4.576113755389686,1.1001159520670165,0.2404039783257823,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 19:00:00,4.576113755389686,0.5192985604467429,0.113480256,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 20:00:00,4.576113755389686,2.189858728260742,0.4785411476455443,0,0,0,0.0,0.0,1.13480256,0,typea,renault,distribution
2024-01-09 21:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typea,renault,distribution
2024-01-09 22:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typea,renault,distribution
2024-01-09 23:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typea,renault,distribution
2024-01-10 00:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typea,renault,distribution
2024-01-10 01:00:00,0.0,0.0,0.0,1,1,0,45.0,80.0,1.13480256,0,typea,renault,distribution
