date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_14,Distance_km_Vehicle_15,Distance_km_Vehicle_16,Distance_km_Vehicle_17,Distance_km_Vehicle_18,Distance_km_Vehicle_19,Distance_km_Vehicle_2,Distance_km_Vehicle_20,Distance_km_Vehicle_21,Distance_km_Vehicle_22,Distance_km_Vehicle_23,Distance_km_Vehicle_24,Distance_km_Vehicle_25,Distance_km_Vehicle_26,Distance_km_Vehicle_27,Distance_km_Vehicle_28,Distance_km_Vehicle_29,Distance_km_Vehicle_3,Distance_km_Vehicle_30,Distance_km_Vehicle_31,Distance_km_Vehicle_32,Distance_km_Vehicle_33,Distance_km_Vehicle_34,Distance_km_Vehicle_35,Distance_km_Vehicle_36,Distance_km_Vehicle_37,Distance_km_Vehicle_38,Distance_km_Vehicle_39,Distance_km_Vehicle_4,Distance_km_Vehicle_40,Distance_km_Vehicle_41,Distance_km_Vehicle_42,Distance_km_Vehicle_43,Distance_km_Vehicle_44,Distance_km_Vehicle_45,Distance_km_Vehicle_46,Distance_km_Vehicle_47,Distance_km_Vehicle_48,Distance_km_Vehicle_49,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2023-01-01 10:00:00,4.308277913080994,4.0928078612109395,6.16596298902451,3.7826518808741842,6.622218929974865,7.934295013357081,6.65044897408529,6.582449193733072,4.311499694049321,5.8203053791597625,6.90618145701608,6.198447534168633,4.497127098776505,3.428571428571429,7.679342024819512,4.949449477050431,7.540052691230685,4.287093266771016,5.652813692459687,9.813263597848374,4.210225863231307,6.5923496137565945,3.0,5.278439933292644,4.671322021878707,2.8980701237741435,3.9818407718428337,2.910542427760324,2.7906976744186047,5.158810431741466,5.293480689325068,2.857142857142857,6.077474576646276,3.1951612584235733,3.1578947368421053,4.3764982512104,0.0,3.0,6.019604869711319,9.250917577938097,6.17898900750609,5.850462474600503,3.076923076923077,0.0,3.4285714285714284,3.0,3.4073913841198995,0.0,6.91501102654418,5.072217347561346
2023-01-01 11:00:00,4.308277913080994,4.0928078612109395,6.16596298902451,3.7826518808741842,6.622218929974865,7.934295013357081,6.65044897408529,6.582449193733072,4.311499694049321,5.8203053791597625,6.90618145701608,6.198447534168633,4.497127098776505,3.428571428571429,7.679342024819512,4.949449477050431,7.540052691230685,4.287093266771016,5.652813692459687,9.813263597848374,4.210225863231307,6.5923496137565945,3.0,5.278439933292644,4.671322021878707,2.8980701237741435,3.9818407718428337,2.910542427760324,2.7906976744186047,5.158810431741466,5.293480689325068,2.857142857142857,6.077474576646276,3.1951612584235733,3.1578947368421053,4.3764982512104,9.172291708969931,3.0,6.019604869711319,9.250917577938097,6.17898900750609,5.850462474600503,3.076923076923077,10.28358720305528,3.4285714285714284,3.0,3.4073913841198995,5.639080049760498,6.91501102654418,5.072217347561346
2023-01-01 12:00:00,4.308277913080994,4.0928078612109395,6.16596298902451,3.7826518808741842,6.622218929974865,7.934295013357081,6.65044897408529,6.582449193733072,4.311499694049321,5.8203053791597625,6.90618145701608,6.198447534168633,4.497127098776505,3.428571428571429,7.679342024819512,4.949449477050431,7.540052691230685,4.287093266771016,5.652813692459687,9.813263597848374,4.210225863231307,6.5923496137565945,3.0,5.278439933292644,4.671322021878707,2.8980701237741435,3.9818407718428337,2.910542427760324,2.7906976744186047,5.158810431741466,5.293480689325068,2.857142857142857,6.077474576646276,3.1951612584235733,3.1578947368421053,4.3764982512104,9.172291708969931,3.0,6.019604869711319,9.250917577938097,6.17898900750609,5.850462474600503,3.076923076923077,10.28358720305528,3.4285714285714284,3.0,3.4073913841198995,5.639080049760498,6.91501102654418,5.072217347561346
2023-01-01 13:00:00,4.308277913080994,4.0928078612109395,6.16596298902451,3.7826518808741842,6.622218929974865,7.934295013357081,6.65044897408529,6.582449193733072,4.311499694049321,5.8203053791597625,6.90618145701608,6.198447534168633,4.497127098776505,3.428571428571429,7.679342024819512,4.949449477050431,7.540052691230685,4.287093266771016,5.652813692459687,9.813263597848374,4.210225863231307,6.5923496137565945,3.0,5.278439933292644,4.671322021878707,2.8980701237741435,3.9818407718428337,2.910542427760324,2.7906976744186047,5.158810431741466,5.293480689325068,2.857142857142857,6.077474576646276,3.1951612584235733,3.1578947368421053,4.3764982512104,9.172291708969931,3.0,6.019604869711319,9.250917577938097,6.17898900750609,5.850462474600503,3.076923076923077,10.28358720305528,3.4285714285714284,3.0,3.4073913841198995,5.639080049760498,6.91501102654418,5.072217347561346
2023-01-01 14:00:00,4.308277913080994,4.0928078612109395,6.16596298902451,3.7826518808741842,6.622218929974865,7.934295013357081,6.65044897408529,6.582449193733072,4.311499694049321,5.8203053791597625,6.90618145701608,6.198447534168633,4.497127098776505,3.428571428571429,7.679342024819512,4.949449477050431,7.540052691230685,4.287093266771016,5.652813692459687,9.813263597848374,4.210225863231307,6.5923496137565945,3.0,5.278439933292644,4.671322021878707,2.8980701237741435,3.9818407718428337,2.910542427760324,2.7906976744186047,5.158810431741466,5.293480689325068,2.857142857142857,6.077474576646276,3.1951612584235733,3.1578947368421053,4.3764982512104,9.172291708969931,3.0,6.019604869711319,9.250917577938097,6.17898900750609,5.850462474600503,3.076923076923077,10.28358720305528,3.4285714285714284,3.0,3.4073913841198995,5.639080049760498,6.91501102654418,5.072217347561346
2023-01-01 15:00:00,4.308277913080994,4.0928078612109395,6.16596298902451,3.7826518808741842,6.622218929974865,7.934295013357081,0.0,6.582449193733072,4.311499694049321,5.8203053791597625,6.90618145701608,6.198447534168633,4.497127098776505,3.428571428571429,7.679342024819512,4.949449477050431,7.540052691230685,4.287093266771016,5.652813692459687,9.813263597848374,4.210225863231307,6.5923496137565945,3.0,5.278439933292644,4.671322021878707,2.8980701237741435,3.9818407718428337,2.9105424277603245,2.7906976744186047,5.158810431741466,5.293480689325068,2.857142857142857,6.077474576646276,0.0,3.1578947368421053,0.0,9.172291708969931,3.0,6.019604869711319,9.250917577938097,6.17898900750609,0.0,3.076923076923077,0.0,0.0,3.0,3.4073913841198995,5.639080049760498,6.91501102654418,5.072217347561346
2023-01-01 16:00:00,4.308277913080995,4.09280786121094,6.165962989024511,3.782651880874184,6.622218929974865,7.934295013357083,6.650448974085291,6.58244919373307,4.311499694049321,5.820305379159763,6.906181457016079,6.198447534168633,4.497127098776504,3.428571428571429,7.679342024819513,4.949449477050432,7.540052691230685,4.287093266771018,5.652813692459687,9.813263597848374,4.210225863231309,6.592349613756594,3.0000000000000004,5.278439933292643,4.671322021878708,2.8980701237741426,3.981840771842833,2.9105424277603245,2.790697674418605,5.158810431741466,5.293480689325069,2.857142857142857,6.077474576646275,3.1951612584235725,3.1578947368421053,4.3764982512104,9.172291708969933,3.0000000000000004,6.019604869711319,9.250917577938095,6.1789890075060905,5.850462474600501,3.076923076923076,10.28358720305528,3.428571428571429,3.0,3.407391384119899,5.639080049760498,6.91501102654418,5.072217347561345
2023-01-01 17:00:00,4.308277913080995,4.09280786121094,6.165962989024511,3.782651880874184,6.622218929974865,7.934295013357083,6.650448974085291,6.58244919373307,4.311499694049321,5.820305379159763,6.906181457016079,6.198447534168633,4.497127098776504,3.428571428571429,7.679342024819513,4.949449477050432,7.540052691230685,4.287093266771018,5.652813692459687,9.813263597848374,4.210225863231309,6.592349613756594,3.0000000000000004,5.278439933292643,4.671322021878708,2.8980701237741426,3.981840771842833,2.9105424277603245,2.790697674418605,5.158810431741466,5.293480689325069,2.857142857142857,6.077474576646275,3.1951612584235725,3.1578947368421053,4.3764982512104,9.172291708969933,3.0000000000000004,6.019604869711319,9.250917577938095,6.1789890075060905,5.850462474600501,3.076923076923076,10.28358720305528,3.428571428571429,3.0,3.407391384119899,5.639080049760498,6.91501102654418,5.072217347561345
2023-01-01 18:00:00,4.308277913080995,4.09280786121094,6.165962989024511,3.782651880874184,6.622218929974865,7.934295013357083,6.650448974085291,6.58244919373307,4.311499694049321,5.820305379159763,6.906181457016079,6.198447534168633,4.497127098776504,3.428571428571429,7.679342024819513,4.949449477050432,7.540052691230685,4.287093266771018,5.652813692459687,9.813263597848374,4.210225863231309,6.592349613756594,3.0000000000000004,5.278439933292643,4.671322021878708,2.8980701237741426,3.981840771842833,2.9105424277603245,2.790697674418605,5.158810431741466,5.293480689325069,2.857142857142857,6.077474576646275,3.1951612584235725,3.1578947368421053,4.3764982512104,9.172291708969933,3.0000000000000004,6.019604869711319,9.250917577938095,6.1789890075060905,5.850462474600501,3.076923076923076,10.28358720305528,3.428571428571429,3.0,3.407391384119899,5.639080049760498,6.91501102654418,5.072217347561345
2023-01-01 19:00:00,4.308277913080995,4.09280786121094,0.0,0.0,0.0,0.0,0.0,6.58244919373307,0.0,5.820305379159763,6.906181457016079,0.0,4.497127098776504,0.0,7.679342024819513,0.0,0.0,0.0,5.652813692459687,0.0,0.0,6.592349613756594,0.0,0.0,0.0,2.8980701237741426,3.981840771842833,0.0,2.790697674418605,0.0,0.0,0.0,6.077474576646275,3.1951612584235725,3.1578947368421053,4.3764982512104,9.172291708969933,0.0,0.0,0.0,6.1789890075060905,5.850462474600501,3.076923076923076,0.0,0.0,3.0,0.0,0.0,6.91501102654418,5.072217347561345
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.788983756615085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888439226990858,0.0,5.788983756615085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.826066964455382,0.0,0.0,0.0
2023-01-02 06:00:00,4.191152838527255,0.0,4.7910156825426515,0.0,5.705223882304155,0.0,7.883041797944263,6.254341482194014,0.0,6.340098791315877,5.539391743299063,0.0,0.0,5.79161509947288,0.0,0.0,0.0,0.0,0.0,5.315771721519765,7.598000769739453,0.0,0.0,0.0,0.0,0.0,7.631343925691101,0.0,3.888439226990858,4.940238089854402,5.788983756615085,0.0,7.2480508262888135,9.157246877570692,0.0,0.0,0.0,4.505929471273374,0.0,7.26064697223015,0.0,0.0,0.0,4.287570296158278,0.0,0.0,8.826066964455382,0.0,0.0,0.0
2023-01-02 07:00:00,4.191152838527255,0.0,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,0.0,5.600934529439309,0.0,0.0,5.019144751245577,7.631343925691101,0.0,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,0.0,5.843036528372285,0.0,4.505929471273374,0.0,7.26064697223015,9.255783680455627,0.0,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 08:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 09:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 10:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 11:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 12:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 13:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 14:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,6.9537590152475985,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,6.907945500573719,2.8962022706800092,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,5.788983756615085,4.170253481922444,7.2480508262888135,9.157246877570692,6.352371345761896,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,6.821548508739225
2023-01-02 15:00:00,4.191152838527255,8.628310973186352,4.7910156825426515,5.750447579346881,5.705223882304155,0.0,7.883041797944263,6.254341482194014,11.930906757546149,6.340098791315877,5.539391743299063,5.53426550594481,9.603387413019576,5.79161509947288,6.964021507474716,0.0,0.0,4.1819602628369745,6.500178441259539,5.315771721519765,7.598000769739453,3.7727082720407914,5.600934529439309,9.315633833642456,8.30607510909166,5.019144751245577,7.631343925691101,7.118999802226106,3.888439226990858,4.940238089854402,0.0,4.170253481922444,7.2480508262888135,0.0,0.0,5.843036528372285,9.174289921814129,4.505929471273374,7.012947162028279,7.26064697223015,9.255783680455627,5.87062246770449,6.192479416809344,4.287570296158278,5.529074548280494,7.543462117361541,8.826066964455382,6.8235527591814655,8.613979681863642,0.0
