date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_14,Consumption_kWh_Vehicle_15,Consumption_kWh_Vehicle_16,Consumption_kWh_Vehicle_17,Consumption_kWh_Vehicle_18,Consumption_kWh_Vehicle_19,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_20,Consumption_kWh_Vehicle_21,Consumption_kWh_Vehicle_22,Consumption_kWh_Vehicle_23,Consumption_kWh_Vehicle_24,Consumption_kWh_Vehicle_25,Consumption_kWh_Vehicle_26,Consumption_kWh_Vehicle_27,Consumption_kWh_Vehicle_28,Consumption_kWh_Vehicle_29,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_30,Consumption_kWh_Vehicle_31,Consumption_kWh_Vehicle_32,Consumption_kWh_Vehicle_33,Consumption_kWh_Vehicle_34,Consumption_kWh_Vehicle_35,Consumption_kWh_Vehicle_36,Consumption_kWh_Vehicle_37,Consumption_kWh_Vehicle_38,Consumption_kWh_Vehicle_39,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_40,Consumption_kWh_Vehicle_41,Consumption_kWh_Vehicle_42,Consumption_kWh_Vehicle_43,Consumption_kWh_Vehicle_44,Consumption_kWh_Vehicle_45,Consumption_kWh_Vehicle_46,Consumption_kWh_Vehicle_47,Consumption_kWh_Vehicle_48,Consumption_kWh_Vehicle_49,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2023-01-01 10:00:00,0.6575955477600356,0.9680770381700905,1.5454733509270702,0.7250537269443554,1.7352475290079,0.8989375970763795,1.4056646086924116,1.826055480181097,0.8975693912292251,0.6594273748309809,0.8823317778238423,3.160215098083922,1.190797319921296,0.6034437877005241,0.8700520027674236,2.1461966469151372,0.8542708377585703,0.5297439011475678,2.8820292628261557,4.353410913398753,1.3655688739824077,2.0709045151333245,0.5270433771982634,2.014792973881605,1.6243093103115795,1.4775514207341558,1.1278401548558628,0.9193164313761287,0.8891085927990571,0.8094277919986682,2.223834727609394,0.5845546383663025,1.8132280747304725,1.0594454832252125,1.2030202855464585,1.6291798241500692,0.0,0.6018268954597489,1.811910556609652,1.464692694802137,3.096756580935133,1.993771649135696,0.7869372716395626,0.0,0.46129799168051117,0.6777042916064235,0.8648221052347996,0.0,0.7834550373402577,0.9334562826467176
2023-01-01 11:00:00,2.0972809525697507,0.4637058311870836,0.7114394290721147,0.6576462499897096,3.376270611304068,1.1670077704835722,3.3906634106502844,1.1268922698206272,0.9602419866377959,1.309234316577364,1.6201059397400568,1.3412828030929291,0.7072065872436113,1.0137719630260986,1.3248707553548462,2.1962073374246,2.380177332913412,0.7753596575339253,1.6847025066953782,1.8201547319690012,0.7528389476250301,1.0865437686878736,0.9018378354395439,1.2276090182336503,2.1551114884464058,1.1957235738411707,0.6762405925693716,0.4075480301722333,1.4228086752803724,2.630166751379763,0.8254035464895567,0.45762681520173126,1.0106789596384869,0.6763546172535417,0.6112935092436931,1.1885562684915414,2.39411956681839,1.177896071294023,1.5024889474440701,2.5792009893942613,0.8656647189480221,2.871658480208552,0.4042506645760526,5.242981788974156,1.7480220867730287,0.3398931835392001,1.2812989431676494,1.3255150677962024,0.7834550373402577,0.5746707006217944
2023-01-01 12:00:00,1.2478644429162298,0.6742632758750724,1.6498858019270324,1.9285463850163043,1.2345585010654494,0.8989375970763795,1.824550285209972,3.149364493891947,0.7771331085738664,2.967423186739414,1.8963560608996954,0.7022700217964271,1.255935907252841,0.49992227569693576,3.915234012453406,1.120980587593932,0.9396054718126212,1.1077002322491896,2.8699538929241712,3.4934831661578847,0.8842756510219276,1.2451282410556952,0.6681670876063739,0.5980352510157598,1.3156741833120915,1.1000376091860462,0.6451488431848535,1.4035985138135707,0.8423779114398031,2.3820425502642544,2.238194996680737,0.43277943841026184,1.0792270490591256,0.967312493190951,0.7273711410247152,0.9280461210784011,2.7100959625563834,0.8336643695841514,1.0131016231227445,4.716485739336188,0.7000654149383224,1.8077754481767,0.8076661811238703,3.738907300059237,1.5518119685110252,0.3581132669626569,0.4850938689343232,0.6388949567818287,0.7834550373402577,1.8496395096674405
2023-01-01 13:00:00,0.5657033122860213,0.8767371042393497,1.6136805482958043,0.4285658633369565,3.376270611304068,0.8989375970763795,0.9021478120766044,0.7457765373143248,1.1242017085120086,0.7104344789793297,1.6890425291593756,1.3219213101565093,1.5536426692791179,0.7690732473753569,1.9411594942324888,1.627688836462789,1.4151291082865327,0.7331424116077024,2.3546738884649443,4.971411934868282,0.9659230256660867,1.2360771517593674,0.7986245355246845,0.6081010133908993,1.9689078984392687,1.4775514207341558,1.6614896771203806,0.4253060212530076,0.9026671786256754,2.630166751379763,2.0365396958759336,1.0502516019493824,3.098538272602282,1.0630333891142887,0.3577822984623159,1.162701145586168,2.5369799746977875,1.0538055210657777,1.0870801514591617,1.4352030273097738,1.8981216230719886,1.5432059222185115,0.3899171592393321,1.9366140620949408,0.8570487696277103,0.6893059759386736,0.3860497017041847,2.2903931221371816,0.9824472333419058,0.6759545938970906
2023-01-01 14:00:00,1.0806959509975755,0.4637058311870836,1.1216827587530633,0.5760665232846154,1.9311396869353294,0.8989375970763795,1.505371752209444,3.3559944179144616,0.5172739255005623,1.5789068831195452,0.9961258809682757,0.7022700217964271,2.292814269575329,0.3884493526162287,0.8700520027674236,0.5760170572842821,2.328302421349281,0.48571792619075665,0.9303213750379887,1.757327722078452,2.1465406081091487,2.7564467495388385,0.9364882522122577,1.541493814653826,2.132873505328974,0.7822097844107826,2.030100804431769,0.6313986907262554,1.4228086752803724,1.048820980653582,2.3146842621438126,0.3237077938468573,1.4467815216095956,0.7193485832810437,0.8128437350761111,1.0732309681954846,2.894382806691296,0.8546247916440478,3.069033994221378,1.5333426144068687,1.8346237241598988,0.6634860096334846,1.2755523469238388,3.0834883320234656,1.1037904195335209,0.9825842376504134,0.8769518724932188,1.4846149914852187,1.8215417097264681,1.1683388346850423
2023-01-01 15:00:00,0.5678989964453605,0.49210600540254734,1.0930189973592974,0.5306041190593364,2.103793421681989,1.8383313158075592,0.0,1.1490444616301676,0.5205319109418113,0.6594273748309809,0.7824546671748622,1.0703086216668423,0.7033810660606796,0.3884493526162287,0.9391587380488742,0.5607613798403667,0.8542708377585703,1.4220731288977373,1.113950162707886,1.3663924535867296,1.4597203850738516,2.7343075941869057,1.4880454845826798,1.8077893199815993,2.0149553068305965,0.9201179509620179,1.6456245546554071,0.32975784386578966,1.1099217385567337,1.0646694244925348,1.053399063733432,1.41217839511816,1.5699582508621415,0.0,0.5944527794608465,0.0,4.676399143967999,1.3423428916087554,1.1761216263093957,2.1176838056671,2.735812644662871,0.0,1.403537735227843,0.0,0.0,0.8582373982895319,0.6624759574259196,0.7654124238743989,1.3410676138627755,0.5746707006217944
2023-01-01 16:00:00,0.5670598198040964,0.9472974382296458,2.0343457295892744,1.3784184159873523,0.9995720247823634,4.045219186843709,0.7534807579222855,0.9153013646860604,0.4884831189462369,1.153776884233816,1.2728398310400537,0.9774147572803346,0.5095142821278509,1.3914318481977646,1.1933240802020777,0.6083165789150092,0.9874316745643573,0.7249067236311846,1.293358780670536,4.208122544521675,2.1465406081091496,3.0529674488780896,1.5295193259264006,1.4608327641717278,0.9829792587792482,0.8486820301839209,0.69334820987941,0.9768129527992871,0.4886305620906295,0.6960350477864403,2.3999637916880707,1.4566850723108575,2.452503766837733,1.2655719412811741,0.7908120748352788,2.2313128850364667,3.7924592977159985,1.1773570568612166,1.5858550646032399,2.525623879875696,0.9582139730984092,1.4718431196842834,0.3486083933735385,4.493361243603716,1.4312906207942047,0.8230592756640069,0.629170271866904,2.8750273055182296,0.8598891187454951,1.3300476131369317
2023-01-01 17:00:00,0.891673556474267,0.46370583118708375,0.993786321876425,0.6903655320403673,1.2769138129857862,1.563526236322835,1.4529477454359438,1.7550870314294436,2.044849052584439,0.9266075639488544,1.0432474018258906,0.7094718826708808,0.5095142821278509,0.8356510394726891,2.045470244831301,1.1249579358877786,1.442736511378795,0.4857179261907568,1.4494018352160947,3.881640828520834,0.5647906249192415,2.214154700699752,0.9749878961044885,0.6590132213739117,2.3816257700296903,1.1698150250572747,0.890218548433437,0.9681743620894097,1.1866356499451998,1.8679773160327835,1.6119338163657135,0.4521993600557533,1.5689743642301754,0.561523267273071,0.9523982148801166,1.3656900445081057,1.0524851834310802,1.0016629653533247,1.2897091220853922,4.716485739336187,1.183778638095224,0.9249048070191835,0.5898105116037914,1.6959501490511772,0.8300495825127849,0.3398931835392001,1.1084294321306967,0.9786720044091755,1.4892337405194516,0.614163273767333
2023-01-01 18:00:00,0.4881180984829069,0.5232979194668728,1.088511236085672,1.9285463850163038,0.7502823580675707,1.8585739309006797,0.8502852188660668,1.032307985852446,0.4884831189462369,0.843784226889625,1.6679075646316412,0.7022700217964271,0.8921113116590992,0.44643767378085947,2.5721942990908855,0.8780510772182096,1.092645269934519,0.6137002256649133,2.4733396353985033,2.692423831238177,2.1465406081091496,2.6653996445891552,0.9819397422915714,1.2594207263223318,0.9710346998839032,1.2250501651913375,1.293230186261891,0.7473061184989648,0.7604470707584464,2.3271724870714894,1.3666242636799868,1.3706245632334462,0.975305603722502,0.39625453194002946,0.41899589666627923,1.7428439369866449,1.6477195511322997,0.693651803422784,1.3228581067920555,1.402473490128171,2.8623307084183485,0.965800659159335,1.102741078696448,1.6392295207488345,1.423674426398059,0.4606269097549576,1.7372236576688307,1.544576130689794,0.9316407804338577,2.228215606239462
2023-01-01 19:00:00,0.4881180984829069,0.5815679814592138,0.0,0.0,0.0,0.0,0.0,3.116231412475242,0.0,0.659427374830981,0.7824546671748621,0.0,1.3617300049343362,0.0,1.4626839367864841,0.0,0.0,0.0,1.3077489671917686,0.0,0.0,1.1099493093328217,0.0,0.0,0.0,1.4775514207341554,0.5389480387413577,0.0,1.4228086752803726,0.0,0.0,0.0,1.2856385797207488,1.0949150790314706,0.3577822984623159,0.8477320231577209,1.5720262619427279,0.0,0.0,0.0,1.149101551758372,2.2925161978735984,0.6533820154756274,0.0,0.0,0.38799149391358895,0.0,0.0,1.1286127146215879,0.8691073303943407
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3458722437278277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6351582147571322,0.0,1.0012533268988562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1031484736423833,0.0,0.0,0.0
2023-01-02 06:00:00,2.0641390255241157,0.0,0.8440005725592623,0.0,0.7032202133298234,0.0,1.0816954677823776,2.558178674809618,0.0,2.371540260038046,0.6827799090448663,0.0,0.0,0.7138687087123882,0.0,0.0,0.0,0.0,0.0,2.7673884105084636,3.0814292572318984,0.0,0.0,0.0,0.0,0.0,2.638185041284251,0.0,1.482260120021245,2.1454490973179845,1.6147350416131665,0.0,2.434064874238199,4.246924134970167,0.0,0.0,0.0,1.1367413873561327,0.0,3.484374530205603,0.0,0.0,0.0,1.2374695186758746,0.0,0.0,1.087892223276074,0.0,0.0,0.0
2023-01-02 07:00:00,0.6996945030984979,0.0,1.5773968492851145,0.7935458508213065,0.7032202133298234,0.85711341027544,0.9716558805049792,2.911960364737052,1.4705916837520079,0.781474262279199,0.6827799090448663,1.4132191067678217,1.434275748098345,0.7138687087123882,2.3056686883502526,0.8514664820869982,0.6231082632544148,0.546507999901876,2.071676786279963,1.4810072451654899,1.6107148998744762,0.0,2.240594668682323,0.0,0.0,2.0527897835137603,1.134394991297615,0.0,0.8053412856953396,1.3365489213919732,0.9935709255349567,0.7225744096563096,2.829530783696432,2.9895943701622563,0.0,2.1110809573402127,0.0,1.2120614408338237,0.0,0.9321664372860448,4.9201879306898,0.0,0.9788125230068793,2.378167399280045,1.6703072340952578,3.0270426860476163,1.087892223276074,2.5184305037449444,1.8075979629883225,0.8408172749248823
2023-01-02 08:00:00,0.8440734382059476,3.9204071665260494,2.6574111953036437,0.7087944411845076,0.8302022837133372,0.85711341027544,2.645287181523203,0.770903901771118,2.224696505858851,2.1628318049455437,0.6827799090448663,1.9350491552354814,2.212533296278889,3.136786922561384,1.932657151066044,0.8514664820869982,0.3702519670129311,0.7729902284907169,3.605424842213655,0.9634027916812159,1.3526107096338855,0.46502026399430907,1.0974345901887068,2.5463053060569893,1.3991487640360027,2.2493938877712667,2.9614075773370265,3.872378472811488,0.6443815708178554,1.278941370065015,1.23092886713726,0.8557866251139208,4.0202438660538125,5.079209082801632,1.27303597099728,2.1507562269613896,1.1308138381700474,1.27352276806043,3.8898399703330457,3.472029208874241,3.780632048563364,1.4587243506853125,2.0572426343900676,1.2505448484902504,2.300335580367705,0.9297996272977147,1.087892223276074,0.8917956691761281,4.777877502282372,0.9962985609331457
2023-01-02 09:00:00,0.5165973244886424,1.0635170167572205,1.6667318292988647,2.2502335623816396,1.6204993766042182,0.8637002502409503,1.0711722398741166,0.770903901771118,3.1305373328391632,1.988990441374757,1.4123356694009201,0.8453712944706242,4.193470042163475,1.0048601503603045,2.0009127310412045,0.8811781834801381,0.7400597889548157,0.6626016639744564,2.913372902547804,1.8920858540861747,2.989407457549353,1.1084764566904228,0.9676910058081749,1.8974733703661377,3.220936159950222,1.8578138055287976,3.2772624703579925,1.1974443054093897,0.47928514623342316,1.787666383609111,0.8838536172241258,2.3130958077418162,1.701179221238297,2.5141031605462207,0.8391453312398356,1.1010533189238474,5.088662271765214,0.8566519498901841,2.17434847719765,2.935134285039357,1.440740093168044,1.3390692884019157,2.817272138578652,0.88064359289602,0.9167607198718454,2.100754597839817,1.087892223276074,0.8410643168381594,4.245935339241211,3.4866918805358456
2023-01-02 10:00:00,0.5707008590216406,1.553956798781647,0.5905358211785875,0.9285445052849559,0.7032202133298234,1.3455463330483182,1.7777756233403437,1.1084861144244373,3.5106612286744396,2.515268794643828,0.6827799090448663,0.9318410885284166,1.1837039675549297,0.7245079938252474,0.874268382855212,1.215724137075111,1.350537296235053,0.7453717840055678,3.3245884340831235,0.8272235123807475,1.740263754547008,1.4019517476567944,0.6903656115678979,2.830668204700373,2.174669025551552,1.0358958102329865,2.1065500431973385,3.715719133888739,1.2059011127850863,1.6401448775532095,3.2109496740564922,2.3130958077418162,4.0202438660538125,2.2347783738232363,2.3169869488867785,1.0059896586432295,2.9352770013790446,1.703952487616748,2.1104528973033716,3.001528818626757,2.046872655695254,0.7236070782292777,2.678638070298478,0.6821207386509845,2.8930441652595764,0.9297996272977147,1.7284315907008618,0.8998749040034267,1.7583381923593748,0.8408172749248823
2023-01-02 11:00:00,0.8678286386574116,3.282539455389814,0.7263538692617368,1.8919509880815324,2.201631585253312,3.5164081399888887,4.372451462272406,2.824203433456932,2.672720982373205,0.781474262279199,1.0683423280006525,1.2756851658983215,1.1837039675549297,0.7138687087123882,0.8583783548459122,1.3768017996781443,0.94647682607834,1.5231159381502477,2.3426572424706023,2.232322121655445,1.6924114941771629,2.0925911879743904,2.3997077423094813,1.1778157386334995,1.9470200956789017,0.982074787975851,3.3718486253773388,2.5878386548689534,1.2959747632920788,1.5994071095228397,0.7135443720125539,1.163410797794638,1.067722863768296,5.079209082801632,0.782986965116751,0.9417546391111145,5.088662271765214,1.4087173842735548,1.8047966944929845,3.6092534390643314,5.133864049615868,1.7793461755549602,1.5523268704011284,0.6715412808435429,3.0667869983826166,1.21595552059654,1.5564299766548675,1.8887908379596812,1.7872525047437757,2.878306729397087
2023-01-02 12:00:00,0.5165973244886424,1.1711436607027996,0.5905358211785875,0.9062783395351873,1.215917897109267,1.172179926117283,0.9716558805049792,1.4329917718866034,1.8502319788386543,0.9427310331610524,1.3018161880044783,0.8746035349804845,3.1606803102164793,1.555292539430421,1.939952136974454,2.095574567340962,1.1463962680819095,1.1163100340127234,1.068064892842081,0.7726042678911466,2.6586305370095595,0.8168348409902301,0.7063723462387518,4.280336254817084,1.6324420808657398,2.109473697807312,2.0727191259166187,2.0033585688073843,1.001575532581392,2.1989962949213377,2.0876850020245006,2.157824995899973,0.9538837464245384,1.4522278570810307,1.5451075851224616,1.668077178478555,1.4733270559237983,0.882560594498474,3.115031387911386,3.4330878579848836,2.246744487412114,3.1810863551467636,1.6814934408713234,1.2787705250803965,1.198347738215181,0.9297996272977147,1.3060440232923685,3.334350532899443,1.7854827775727482,1.7315270558479459
2023-01-02 13:00:00,1.0279717308701366,1.861995084586957,1.9117957959061607,1.972104438358392,0.7032202133298234,1.0299277778176914,1.9626050396977048,3.4690675579700305,1.8807242751047513,0.781474262279199,1.0107433992893786,1.6018642097573668,1.1837039675549297,2.3630172181125655,1.6632352464131461,1.2252747047336814,0.3569830072665564,1.452383776117391,2.251341005363703,1.340003463901853,3.2936439213460216,1.816602027815246,1.986400810593642,2.01075579709141,1.7908394690022322,2.529001730140103,2.8883128942988594,3.363312076000722,1.5882788297479418,1.301207940820173,0.7135443720125539,1.3462381749891872,3.130033778164446,5.079209082801632,2.3424517157820284,2.0906643332865955,2.857380066291164,1.619713943511285,3.8898399703330457,1.7823076129440856,2.666130558974111,0.965973268772521,3.4347548034288926,0.8812917647024188,0.955989939587688,0.9297996272977147,1.087892223276074,1.470494001891065,1.0617505560627494,3.78367773716197
