date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_14,Distance_km_Vehicle_15,Distance_km_Vehicle_16,Distance_km_Vehicle_17,Distance_km_Vehicle_18,Distance_km_Vehicle_19,Distance_km_Vehicle_2,Distance_km_Vehicle_20,Distance_km_Vehicle_21,Distance_km_Vehicle_22,Distance_km_Vehicle_23,Distance_km_Vehicle_24,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.41934806107128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,25.693846263582238,0.0,0.0,0.0,0.0,0.0,33.333333333333336,25.41934806107128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,0.0,0.0,0.0,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,0.0,25.426081700745453,0.0,0.0,0.0,20.15552257675285,0.0,22.799624011528707,26.921213836934825,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,0.0,0.0,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,0.0,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,0.0,22.799624011528707,26.921213836934825,0.0,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 10:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,0.0,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 11:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 12:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 13:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 14:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 15:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 16:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 17:00:00,21.66997867633831,19.135038498763016,25.693846263582238,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,35.9733769449514,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 18:00:00,21.66997867633831,19.135038498763016,0.0,22.106016686227647,23.597372262330737,28.297747719155357,37.06472800230991,0.0,33.333333333333336,25.41934806107128,20.32313139007962,22.216977708529893,24.083860297029144,25.426081700745453,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,26.921213836934825,38.21695004205866,29.823338420274304,34.33993200728277,19.75027475836743
2023-01-02 19:00:00,21.66997867633831,19.135038498763016,0.0,0.0,23.597372262330737,28.297747719155357,0.0,0.0,0.0,0.0,0.0,0.0,24.083860297029144,0.0,28.36340806819842,25.54225028803687,18.284381478224113,20.15552257675285,42.10526315789474,22.799624011528707,0.0,0.0,0.0,0.0,19.75027475836743
2023-01-02 20:00:00,0.0,19.135038498763016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.083860297029144,0.0,0.0,25.54225028803687,0.0,0.0,0.0,22.799624011528707,0.0,0.0,0.0,0.0,19.75027475836743
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75027475836743
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,17.71283070569178,0.0,0.0,0.0,0.0,0.0,24.666050792395932,23.209415823485806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0.0,0.0,31.44138055984102,20.942739242587827,29.384208796776765,0.0,19.533555146543282,0.0,32.0,0.0,17.71283070569178,0.0,28.535438617919834,30.97170190105661,29.860122795307205,0.0,24.666050792395932,23.209415823485806,0.0,0.0,0.0,32.91719955083454,24.041110858619184,24.772731772611678,0.0
2023-01-03 09:00:00,0.0,0.0,31.44138055984102,20.942739242587827,29.384208796776765,0.0,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 10:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 11:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 12:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 13:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 14:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 15:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 16:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 17:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 18:00:00,39.89175596630263,36.282958040888104,31.44138055984102,20.942739242587827,29.384208796776765,32.55904062477492,19.533555146543282,25.6423443799213,32.0,28.165160273180863,17.71283070569178,28.03585669591114,28.535438617919834,30.97170190105661,29.860122795307205,36.64499131989916,24.666050792395932,23.209415823485806,22.685064030511082,32.51981765360834,27.753817409265444,32.91719955083454,24.041110858619184,24.772731772611678,26.228259727621413
2023-01-03 19:00:00,0.0,36.282958040888104,0.0,0.0,0.0,32.55904062477492,19.533555146543282,25.6423443799213,0.0,0.0,17.71283070569178,28.03585669591114,28.535438617919834,0.0,29.860122795307205,0.0,24.666050792395932,23.209415823485806,0.0,32.51981765360834,0.0,0.0,0.0,24.772731772611678,0.0
2023-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,19.533555146543282,25.6423443799213,0.0,0.0,17.71283070569178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,19.533555146543282,0.0,0.0,0.0,17.71283070569178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 07:00:00,28.77591174520677,0.0,21.203936370623932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.383170690575444,0.0,0.0,17.344469095987172,21.25900955925244,0.0,27.74459258602244,0.0,0.0,0.0
2023-01-04 08:00:00,28.77591174520677,0.0,21.203936370623932,19.374663471061226,24.325547753658334,25.215365592924968,0.0,26.68872804342868,30.54887024358096,23.75355761356557,28.73565492711255,0.0,0.0,0.0,25.804941385441893,29.383170690575444,30.979033125932286,0.0,17.344469095987172,21.25900955925244,30.974884294872517,27.74459258602244,0.0,29.101850055017703,0.0
2023-01-04 09:00:00,28.77591174520677,23.413548714297896,21.203936370623932,19.374663471061226,24.325547753658334,25.215365592924968,0.0,26.68872804342868,30.54887024358096,23.75355761356557,28.73565492711255,27.80293926036644,34.21846435662656,29.5728886025025,25.804941385441893,29.383170690575444,30.979033125932286,0.0,17.344469095987172,21.25900955925244,30.974884294872517,27.74459258602244,32.102496006951846,29.101850055017703,28.310976020029415
2023-01-04 10:00:00,28.77591174520677,23.413548714297896,21.203936370623932,19.374663471061226,24.325547753658334,25.215365592924968,33.00379969009815,26.68872804342868,30.54887024358096,23.75355761356557,28.73565492711255,27.80293926036644,34.21846435662656,29.5728886025025,25.804941385441893,29.383170690575444,30.979033125932286,38.258209027875736,17.344469095987172,21.25900955925244,30.974884294872517,27.74459258602244,32.102496006951846,29.101850055017703,28.310976020029415
2023-01-04 11:00:00,28.77591174520677,23.413548714297896,21.203936370623932,19.374663471061226,24.325547753658334,25.215365592924968,33.00379969009815,26.68872804342868,30.54887024358096,23.75355761356557,28.73565492711255,27.80293926036644,34.21846435662656,29.5728886025025,25.804941385441893,29.383170690575444,30.979033125932286,38.258209027875736,17.344469095987172,21.25900955925244,30.974884294872517,27.74459258602244,32.102496006951846,29.101850055017703,28.310976020029415
