date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_14,Consumption_kWh_Vehicle_15,Consumption_kWh_Vehicle_16,Consumption_kWh_Vehicle_17,Consumption_kWh_Vehicle_18,Consumption_kWh_Vehicle_19,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_20,Consumption_kWh_Vehicle_21,Consumption_kWh_Vehicle_22,Consumption_kWh_Vehicle_23,Consumption_kWh_Vehicle_24,Consumption_kWh_Vehicle_25,Consumption_kWh_Vehicle_26,Consumption_kWh_Vehicle_27,Consumption_kWh_Vehicle_28,Consumption_kWh_Vehicle_29,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2023-01-01 17:00:00,2.6386357057099885,1.163119748023012,1.3185282133708784,1.7004353011022968,1.5316057311272628,1.9643614478874916,0.9698425377340885,3.123630260838342,3.373284005317344,1.680648298385819,1.5160645787337454,0.9561489729761764,1.102271789718599,3.190606646275298,4.805366859607172,3.165319332511073,2.5363283406476826,0.8908312129841858,4.00746754364963,3.80461246079813,0.8394954027284279,4.301019795751085,2.635492635507453,1.026400324044943,3.2175271187278747,1.287218335856408,3.466744201965226,1.5799758010482308,2.6466010268018554,1.2317528778282945
2023-01-01 18:00:00,1.4444365136866457,1.3125954070344874,1.4442066103709514,4.750191312713441,0.8999329068991438,2.3350493858653545,1.1084257414203886,1.837258440960345,0.8058258823194125,1.5304262346871114,2.4238311784093076,0.9464430888575515,1.9299736368998057,1.995789596559372,5.7042537874288515,2.629534680688495,2.060010751370457,1.5228411830747068,6.838564759926589,2.6389946186706106,3.190582302132196,5.177568049487619,2.6542841912820836,1.9615233802308225,1.4155115361373836,1.744452177744464,5.433372543314167,2.493575884843922,1.6556712213938212,4.4688621131180355
2023-01-01 19:00:00,1.4444365136866457,1.4587550092295114,1.4179281069456664,2.7620926201133402,1.1491168660241835,0.0,3.3808138774736056,5.546137921066388,2.1599265598904847,1.196046242808232,1.137076213458604,1.8485138779144867,2.945936202973496,1.8429636230269255,3.7387780847325622,3.8306356930192162,2.8597135802003226,1.9616851304327851,0.0,2.500673186015246,1.7695558302857841,2.156088709705777,3.182117735906496,4.191427424914609,1.2087110516562614,1.469372700921765,0.0,1.816397297136871,2.005721122284839,1.7430632880214338
2023-01-01 20:00:00,1.5775436289642126,0.0,1.4287817678319514,1.1995135938170025,1.1789058753111732,0.0,1.4705100904879633,0.0,0.8058258823194125,0.0,1.4751065277018172,1.0716627493729234,1.990263630357747,1.8689416681617248,4.194756969578765,3.082347814791847,2.625927831941744,1.1999509341027912,0.0,1.0897571916343929,1.1112538096440452,6.526254625393941,3.3775605388369554,0.0,4.665023607206748,3.593656138633698,0.0,1.031437056112015,2.831963285189106,2.001484301918284
2023-01-01 21:00:00,0.0,0.0,0.9268693606085909,0.0,0.0,0.0,0.0,0.0,0.9711007373002406,0.0,1.137076213458604,0.0,1.102271789718599,0.0,2.513062397024637,4.930473154925509,0.0,0.0,0.0,0.0,0.7220759895280369,0.0,4.134448166434827,0.0,2.0279268968403037,1.287218335856408,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1996016886805483,0.0,4.504035796291031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.134448166434827,0.0,0.0,2.8646281111914873,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,1.6730223375053543,0.0,0.0,0.0,0.0,0.0,1.2320571766198658,0.0,0.0,0.0,0.0,0.0,0.0,0.6952950415004572,0.0,0.0,0.0,1.2498739174782245,0.0,0.0,0.0,0.36686907428475374,0.0,0.0,0.0,0.9011052587810112,2.5877734825415457,0.848153283172774,1.5956795834933704,0.0
2023-01-02 08:00:00,0.5671151597050311,0.0,3.9494112516609357,0.0,0.0,0.0,0.498904411872948,1.6219356168763595,1.335986464671665,0.6480153164387664,0.5270052851888166,0.0,2.4647856618378423,2.017375679666354,0.0,0.0,1.3670982601343076,1.113738264662482,2.3126222126495324,0.0,0.0,0.8745118503855912,0.5070553816816417,2.3462768274845596,0.0,0.39883160776234616,0.583125241089562,0.7999046040947588,4.21773078910774,0.6678556108345091
2023-01-02 09:00:00,0.6841369206005533,0.0,2.4770759797232667,0.7180904878071213,0.0,1.319029868736755,0.8280088568285808,2.8165184563349652,1.4982079384126021,1.459798052504966,1.0901146216738795,2.894222521090858,0.6957427948107469,0.9934841895079642,2.771723304093989,1.0308542867082133,2.295573500636386,1.21630061135262,2.208190377675085,2.254674359348136,0.0,1.1060437139596035,1.7625222125964088,1.7484147674942856,0.0,0.5215763493651495,0.5750607738981213,0.8558371392186637,3.7481522287508615,0.7913533699042912
2023-01-02 10:00:00,0.41871155609082444,0.5904202094103598,0.8776469448135412,2.27974603439357,0.5516318666888256,0.74207399370852,2.0364935199257843,3.2060270817511114,1.1406089998793218,0.48103531084040213,0.5270052851888166,1.264408520331809,0.6957427948107469,0.7777562202355972,2.8446611003150815,1.3115960285112112,3.4889077722104744,2.0763943987659323,2.3665613105429006,1.466677208513812,0.0,1.6509108342813916,0.5188119072414441,2.608301211636858,0.8205017456119528,0.39883160776234616,0.5750607738981213,1.7963578494635741,1.552194908311378,2.769456343383318
2023-01-02 11:00:00,0.46256345787283487,1.4420917696600966,1.0794980276366215,0.9407226383384202,0.6512412851809187,0.74207399370852,0.4525541155390632,0.8487542675495794,0.7896040255777107,1.3313278757935374,0.8246025487698867,1.3937400283604493,1.8577453593195519,0.7161629391414152,1.5308180090412136,1.43959436700715,2.759631438101381,1.6455710047559877,4.118624582831048,2.88049736071124,0.8548837712920135,0.6444266307527774,1.4589591432585733,1.0852908204011498,2.2655096386139153,0.39883160776234616,0.5750607738981213,3.171175247285282,1.5777193771851217,0.6678556108345091
2023-01-02 12:00:00,0.7033909439467402,0.39120659452270085,0.8776469448135412,1.9167644792306933,1.2711794671706886,0.7477767660377437,0.9140941826352189,0.8487542675495794,0.8026169018852162,1.2243200850080793,1.004809898965021,1.908022195185603,0.6957427948107469,1.37763612054788,0.9572132481045732,1.9713755544451275,3.1851896696374573,2.0038006403852653,3.328065285094125,1.2593588916618474,1.8893802208101618,1.4331743278536822,0.5715187138180544,3.9440886152301013,0.7655910695713368,0.39883160776234616,0.5750607738981213,1.398531478339639,1.5761571285142426,2.2862200340761376
2023-01-02 13:00:00,0.41871155609082444,0.5716111145455619,2.841286979062014,0.9181644453055781,0.5516318666888256,1.1649507861090935,0.4525541155390632,1.2204274981300154,1.0577444015343154,1.5482699365553543,0.7801446796235634,1.3081307217015652,3.1308425766483614,1.8840062154129322,2.779549287064047,1.3192995899249798,1.040079733255074,1.1576968175828637,3.7978136424010116,3.3984705111552307,1.0998901834309969,1.0008455383981811,0.8135877800011481,1.852798139022623,1.5107793889267438,0.776174354987531,0.9136504397330941,1.4258784363068757,0.9372735086906089,1.375340509818999
2023-01-02 14:00:00,0.8331898417709984,1.2074570143174266,3.9494112516609357,1.9979691654758989,1.727041000974106,3.044445461554663,0.5215371362972275,3.109407944450167,1.0388061229073458,0.48103531084040213,1.1106952927447102,2.3958830498261916,0.7564017184342441,0.8180796589262032,2.477161314690927,0.9773548532049973,2.265734773846768,1.6574785310014777,2.6761133930786993,1.1762069621357296,1.0696463590117051,0.49442465198320584,2.2817492175673872,1.0580345261534778,2.290408645867264,0.45207502343908085,0.8227302371902776,2.5964679280043725,2.0833807519076055,3.0053502487552906
2023-01-02 15:00:00,0.44621584741753956,0.430796231730611,3.9494112516609357,0.7180904878071213,0.9538108356509187,1.0148531439255852,0.5008160014829708,1.5777036268176734,0.8698642153152625,0.5802966744584893,0.5270052851888166,1.0202780924981614,1.0812561397197886,1.0948767562950295,1.4010450921237418,1.5487307722458112,0.9456591068124293,1.8995638103291805,1.2200943068382852,2.0400112567711255,1.680320940654117,1.6509108342813916,1.3421539499660489,1.0580345261534778,1.2029545880871062,0.8789944438507475,0.690376004819487,1.0114142226791412,3.7746125144506872,0.6678556108345091
2023-01-02 16:00:00,0.5437023831139102,0.6849206402736445,1.0989371194340425,1.6228388699512588,0.5516318666888256,0.8916936897194359,2.0364935199257843,3.819394203973107,1.6084573256558516,0.48103531084040213,0.5270052851888166,1.0202780924981614,1.2361635326827298,0.8819547322340301,2.6745832982251296,2.24259263591814,0.9827494031463972,1.2244475275707694,2.5717991123990362,2.3764528027027927,2.0816652690377047,0.7567452751260004,1.2536288940652605,2.516700637915406,1.156592227570493,0.844868817418366,0.5750607738981213,2.5353125144041453,0.9907208679929388,1.1296082631837072
2023-01-02 17:00:00,0.4459111698672433,0.8415837946663699,1.1481878290794036,0.8988430445463307,1.0934252919913732,0.876218100117007,0.4869838148308337,1.9467660932908124,1.9188604667655258,0.6636688872451528,0.5270052851888166,1.0202780924981614,0.9948711217522974,0.9113890234257509,0.8839486059406041,0.7445056979702153,1.4592559648037209,1.6402037460019623,1.942541973680951,1.9089768174539932,1.9620663866174133,1.6509108342813916,1.7032169442757934,2.359364179367252,2.1354584114227344,1.040954866941272,1.962638795981696,0.7999046040947588,1.4608633879197197,0.6678556108345091
2023-01-02 18:00:00,1.8842020024087098,1.7604296753521538,1.1300551544805595,0.7180904878071213,0.7421366221591575,2.0341500831426513,2.0364935199257843,1.6726915191458904,0.6275889330377572,1.0827349779261153,0.5270052851888166,1.8753190478422228,0.9194630277971682,1.0191070143483825,1.4141382058340823,2.6351220708783076,0.8643931615295504,0.784274337907308,3.1374088283117905,1.6040579886685582,1.906142394817492,0.9500972082641294,1.3629951423978826,3.51812439563219,0.7655910695713368,0.40126982423081015,0.5750607738981213,0.810683467175858,1.3440387673575587,1.391669298564362
2023-01-02 19:00:00,0.6495856687859521,0.9733610328960315,1.2221201712894816,0.0,0.7211605218050967,0.74207399370852,0.6614631057176725,1.7533925222468505,1.3449691022798362,0.5331568222038854,0.0,0.0,2.3164508212249935,0.6250144776747789,3.9203500820496253,1.7552980419428559,0.0,1.3722521687033518,1.865768348974552,3.6023687487631517,1.013214476070586,0.8110526894954293,1.0559325214526638,1.0580345261534778,0.8294804281880576,0.5359065119439509,0.5750607738981213,0.7999046040947588,1.3761672841884967,0.6678556108345091
2023-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,3.33933297168834,0.7078163949937641,0.0,0.7961037771673183,0.8352721938313981,0.0,0.0,1.3358871669606767,0.0,2.0886085855095358,0.0,0.0,0.0,1.3380801776509008,1.3232016155522293,0.7464672369773021,0.6390869909351584,0.0,1.0580345261534778,0.7655910695713368,0.9497830014057109,0.0,1.5368101100759473,2.340774868385479,1.1588598975265365
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0148205818830176,0.0,1.1694397556891067,0.0,0.0,2.4859183157322664,0.0,0.7960636046756646,0.0,0.0,1.7392092142615545,0.0
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9239991131045664,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.6807830452606562,0.0,0.840431912433575,0.0,0.0,4.088703664706015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0.6807830452606562,1.2937077454386483,1.0170636186548032,0.8048042535048076,0.0,1.6622762953023866,0.9384203238793795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1978815107157064,0.0,0.0,0.0,3.415989819029174,3.4837720864124653,0.0,0.0,0.0,2.15481005874912,2.1667466196114398,0.7992869813171813,0.7889115490507851,0.0,2.2403183597038367
2023-01-03 09:00:00,1.208264189417905,4.450313934145874,0.9274293999377532,0.47986161462276455,1.4211402124512333,1.8824695068352033,0.9384203238793795,0.7375349256290791,0.0,0.5627262810815015,0.0,0.7355137024398343,0.9772616841987656,0.89013620017518,0.0,0.885131186026578,1.4755249755520499,2.5618458923139955,3.099594547247078,2.687649637274966,2.184800655394716,1.3378019149757738,4.645508484509396,0.8992641253680282,0.9994680433159852,0.788037576023171,1.3298694896926577,1.3315879059794942,0.0,2.8268796349462555
2023-01-03 10:00:00,1.7084595091490244,1.2937077454386483,0.5334999356375452,0.47986161462276455,1.2439478271516822,2.9660051445385514,3.0213041464712904,1.3505608287899205,0.0,1.123532128965272,3.629934335914537,1.9288763754909124,1.4316992896280538,0.47476806696498974,1.976285399597797,1.9035535600134825,1.3756032346503724,3.213568195475294,2.7397715437586383,1.569860640663976,1.0926413424962087,1.260228286390741,1.2608408849444324,0.5523832386918723,0.6617045124552885,1.3286995824181718,2.3539609329041857,0.909624611504789,0.6211176770486997,0.7749954000682036
2023-01-03 11:00:00,1.1887230271676223,1.7639444506064292,0.8547798887334449,0.47986161462276455,0.6457133038336363,1.6393884881410168,1.5500828940405984,2.5745682969500456,1.2676186709415258,1.9434120878130807,0.8066520746476749,1.6556242788372235,3.0397739914429605,0.7731077058946937,6.1863891747838755,1.1756489670376307,1.1711509151769837,1.5051483820013452,3.084098700052676,1.5163976972796267,2.4305494980162345,2.265025001412741,3.056478483172747,0.8486676780983048,0.6617045124552885,0.788037576023171,2.386377542227526,2.417374385256103,0.6201923980600162,1.6600044631671824
2023-01-03 12:00:00,0.9893626654261505,2.203602347529307,1.3401544377982875,1.0632334880434653,1.1196464651153955,4.367653845887771,4.090953507110768,3.003832228756239,0.7084178242789906,0.6586256164358245,1.3603570045317095,1.258375091132409,2.5836090969300267,0.49333158143540057,3.150059007057584,0.9484050636369401,1.666162554801527,1.625357376469196,1.0917537871490366,1.6322010168600944,1.6595862612128163,0.6970143295595019,4.9587711902671066,0.5523832386918723,1.3642282807791557,0.9216787936814204,2.683881784800507,3.550101970728533,0.5991775569542159,1.5815423751470872
2023-01-03 13:00:00,0.8787011632364543,4.1713886432093625,1.015332102408025,1.153620057430229,0.6457133038336363,3.9501709180491504,0.9384203238793795,1.1451009933635647,2.095152149949163,0.6590800858934374,2.126745678091815,2.4803036637608233,1.1341725872995616,1.3461773658030969,3.9068604536251805,1.583607750997988,0.9021957256706031,1.7363568284179653,1.0784979920924107,3.022207353849951,3.3663209488987382,0.9851954621927125,5.6737839822499465,0.5523832386918723,0.6617045124552885,2.131465183459992,0.7992869813171813,1.4126769203535137,0.6482728372594988,1.3791932239459181
2023-01-03 14:00:00,0.6807830452606562,2.465482973626725,2.4007497103689532,0.9850101213574795,1.6567118378692038,1.6393884881410168,1.1330028243196824,0.7375349256290791,0.6342899038817041,1.2648630368120255,1.3551965825010361,2.333979710749295,1.4093847903139665,1.9869401616019549,5.100328002017995,0.964094174618595,1.167983478183727,2.998294717469616,1.3958660509516787,1.1102561763549792,2.347911558445798,3.0180706120095664,3.009384190027505,0.9401530035021269,0.6617045124552885,0.788037576023171,0.7992869813171813,1.600015576162702,1.2926329371329786,0.6432988260841729
